,symbol,sector
6201,GAMB,Consumer Cyclical
6202,GAMC,Financial Services
6203,GAMCU,Financial Services
6204,GAMCW,NA
6205,AVAC,Financial Services
6206,AVACU,Financial Services
6207,AVACW,Financial Services
6208,AVAH,Healthcare
6209,AVDX,Technology
6210,DISA,Financial Services
6211,DISAW,NA
6212,DKDCW,NA
6213,AVHIU,Financial Services
6214,AVHIW,NA
6215,OB,Communication Services
6216,DMYS,Financial Services
6217,DMYS-UN,Financial Services
6218,DNA,Healthcare
6219,DNAD,Financial Services
6220,DOCN,Technology
6221,DOCS,Healthcare
6222,DOUG,Real Estate
6223,OCAX,Financial Services
6224,OCAXU,Financial Services
6225,OCAXW,NA
6226,KLTR,Technology
6227,DRMA,Healthcare
6228,DRMAW,Healthcare
6229,DRUG,Healthcare
6230,UGIC,Utilities
6231,DSP,Technology
6232,GDNRU,Financial Services
6233,DTM,Energy
6234,DTOC,Financial Services
6235,DTOCU,Financial Services
6236,DTOCW,NA
6237,DTSTW,NA
6238,DUNE,Financial Services
6239,DUNEW,NA
6240,GEEXU,Financial Services
6241,DWAC,Financial Services
6242,DWACW,Financial Services
6243,GFAI,Industrials
6244,GFAIW,Industrials
6245,SAI,Financial Services
6246,GGROW,Consumer Cyclical
6247,SAMAU,Financial Services
6248,GIA-UN,Financial Services
6249,OLO,Technology
6250,OLPX,Consumer Cyclical
6251,OMGA,Healthcare
6252,LAW,Technology
6253,LBPH,Healthcare
6254,UNCY,Healthcare
6255,LCAA,Financial Services
6256,GLLIW,Financial Services
6257,OPA,Financial Services
6258,GLP-PB,Energy
6259,LCW,Financial Services
6260,LDHAU,Financial Services
6261,BAOS,Communication Services
6262,BBAI,Technology
6263,ORIA,Financial Services
6264,BBLN,Healthcare
6265,SCAQ,Financial Services
6266,SCAQU,Financial Services
6267,OSI-UN,Financial Services
6268,GOGN,Financial Services
6269,BCSA,Financial Services
6270,BCSAU,Financial Services
6271,BCSAW,Financial Services
6272,LGACU,Financial Services
6273,UPTD,Financial Services
6274,UPTDU,Financial Services
6275,UPTDW,NA
6276,GPACW,NA
6277,SDAC,Financial Services
6278,SDACU,Financial Services
6279,SDACW,NA
6280,SDIG,Financial Services
6281,LGSTU,Financial Services
6282,LGVCU,Financial Services
6283,LGVN,Healthcare
6284,BFRI,Healthcare
6285,BFRIW,NA
6286,LHDX,Healthcare
6287,BHACU,Financial Services
6288,BHACW,Financial Services
6289,GREEL,NA
6290,BHIL,Basic Materials
6291,LIAN,Healthcare
6292,SEV,Consumer Cyclical
6293,LIBY,Financial Services
6294,LIBYU,Financial Services
6295,LIBYW,Financial Services
6296,GRND,Technology
6297,SF-PD,Financial Services
6298,GROMW,NA
6299,SGHT,Healthcare
6300,USB-PR,Financial Services
6301,GSDWU,Financial Services
6302,BIRD,Consumer Cyclical
6303,SHAP-UN,Financial Services
6304,BITE-UN,Financial Services
6305,SHFS,Financial Services
6306,SHFSW,Financial Services
6307,LIONU,Financial Services
6308,LIONW,Financial Services
6309,BJDX,Healthcare
6310,SHLS,Technology
6311,LITM,Basic Materials
6312,LITTU,Financial Services
6313,SIDU,Industrials
6314,BLNG,Financial Services
6315,UTAAU,Financial Services
6316,UZF,NA
6317,VALN,Healthcare
6318,VCXA,Financial Services
6319,VCXAU,Financial Services
6320,VCXAW,Financial Services
6321,VERV,Healthcare
6322,BLZE,Technology
6323,BMBL,Technology
6324,VII,Financial Services
6325,VLN,Technology
6326,VMGAU,Financial Services
6327,BNOX,Healthcare
6328,BOH-PA,Financial Services
6329,BOLT,Healthcare
6330,GTLB,Technology
6331,OTEC,Financial Services
6332,OTMOW,Technology
6333,BOWL,Communication Services
6334,BOXD,Consumer Cyclical
6335,LOCC,Financial Services
6336,LOCC-UN,Financial Services
6337,LOCL,Consumer Defensive
6338,VOR,Healthcare
6339,VORB,Industrials
6340,BPACU,Financial Services
6341,SKYT,Technology
6342,OXAC,Financial Services
6343,OXACW,Financial Services
6344,SLACU,Financial Services
6345,OXUS,Financial Services
6346,OXUSW,Financial Services
6347,OZKAP,Financial Services
6348,SLDP,Industrials
6349,SLDPW,Industrials
6350,EBET,Consumer Cyclical
6351,SCHW-PJ,Financial Services
6352,AURCW,NA
6353,BRDG,Financial Services
6354,VSCO,Consumer Cyclical
6355,ECCW,NA
6356,NXGL,Healthcare
6357,GXO,Industrials
6358,SLNHP,Technology
6359,VTEX,Technology
6360,SLVR,Financial Services
6361,SLVRU,Financial Services
6362,ZFOX,Technology
6363,ECX,Consumer Cyclical
6364,EDR,Communication Services
6365,PARAP,Communication Services
6366,HAIAU,Financial Services
6367,PATH,Technology
6368,VZIO,Technology
6369,BROS,Consumer Cyclical
6370,ADALW,Financial Services
6371,PAYOW,NA
6372,PBAX,Financial Services
6373,PBAXU,Financial Services
6374,PBAXW,NA
6375,PBBK,Financial Services
6376,WALD,Technology
6377,EFTR,Healthcare
6378,EFTRW,NA
6379,EGGF,Financial Services
6380,EGGF-UN,Financial Services
6381,WAVE,Utilities
6382,BRZE,Technology
6383,SMWB,Communication Services
6384,SNCY,Industrials
6385,WCC-PA,NA
6386,EJH,Consumer Cyclical
6387,LYEL,Healthcare
6388,HCNEU,Financial Services
6389,HCNEW,NA
6390,PCOR,Technology
6391,WDH,Financial Services
6392,WEAV,Technology
6393,ELEV,Healthcare
6394,LZ,Industrials
6395,PDOT-UN,Financial Services
6396,WEJO,Technology
6397,WEJOW,Technology
6398,WEST,Consumer Defensive
6399,MACA,Financial Services
6400,MACAU,Financial Services
6401,MACAW,NA
6402,MSGM,Communication Services
6403,PEGRU,Financial Services
6404,PEGRW,Financial Services
6405,SOPA,Technology
6406,SOUNW,Technology
6407,HGTY,Financial Services
6408,BVS,Healthcare
6409,HHGCW,NA
6410,BWCAU,Financial Services
6411,EMLDU,Financial Services
6412,BWMN,Industrials
6413,BWNB,NA
6414,WINV,Financial Services
6415,SGIIU,Financial Services
6416,MBAC,Financial Services
6417,WKME,Technology
6418,WKSPW,NA
6419,BYTSW,NA
6420,BZ,Industrials
6421,ENCPU,Financial Services
6422,PGY,Technology
6423,ENERR,NA
6424,ENERU,Financial Services
6425,ENERW,Financial Services
6426,MCG,Consumer Cyclical
6427,ABR-PD,Real Estate
6428,PHVS,Healthcare
6429,PHYT-UN,Financial Services
6430,ACAHU,Financial Services
6431,ACAHW,NA
6432,ACAQ,Financial Services
6433,ACAQ-UN,Financial Services
6434,ACBAU,Financial Services
6435,ACBAW,NA
6436,WOOF,Consumer Cyclical
6437,WPCB-UN,Financial Services
6438,PIK,Consumer Cyclical
6439,SQSP,Technology
6440,SRAD,Technology
6441,ACHL,Healthcare
6442,EOCW,Financial Services
6443,EOCW-UN,Financial Services
6444,HOLOW,Technology
6445,PKBO,Healthcare
6446,PKBOW,Healthcare
6447,HOOD,Technology
6448,MDV-PA,Real Estate
6449,HOWL,Healthcare
6450,ACRO,Financial Services
6451,PL,Industrials
6452,ACVA,Consumer Cyclical
6453,MEOAU,Financial Services
6454,MEOAW,NA
6455,PLMIW,NA
6456,ADEX,Financial Services
6457,PMGM,Financial Services
6458,MGRD,NA
6459,SWIM,Industrials
6460,STRE-UN,Financial Services
6461,PNTM,Financial Services
6462,PNTM-UN,Financial Services
6463,ESMT,Technology
6464,ESM-UN,Financial Services
6465,HUDI,Basic Materials
6466,AESC,Utilities
6467,PORT-UN,Financial Services
6468,GTAC,Financial Services
6469,AFRM,Technology
6470,AGAC,Financial Services
6471,AGAC-UN,Financial Services
6472,POWWP,Industrials
6473,MLAIU,Financial Services
6474,SUNL,Financial Services
6475,HWEL,Financial Services
6476,HWELU,Financial Services
6477,HWELW,NA
6478,AGFY,Industrials
6479,XLO,Healthcare
6480,AGL,Healthcare
6481,MLGO,Technology
6482,AGRI,Consumer Defensive
6483,PPTA,Basic Materials
6484,XMTR,Industrials
6485,HCVIU,Financial Services
6486,CCTSU,Financial Services
6487,EVCM,Technology
6488,CCVI,Financial Services
6489,HYPR,Healthcare
6490,EVE-UN,Financial Services
6491,EVEX,Industrials
6492,XPOF,Consumer Cyclical
6493,IAS,Communication Services
6494,AIP,Technology
6495,PRIF-PH,Financial Services
6496,PRIF-PI,Financial Services
6497,PRIF-PK,Financial Services
6498,EWCZ,Consumer Defensive
6499,AIRS,Healthcare
6500,IBER-UN,Financial Services
6501,MNDY,Technology
6502,SWSS,Financial Services
6503,PROCW,Healthcare
6504,EXFY,Technology
6505,PRPC,Financial Services
6506,MNTK,Utilities
6507,AKA,Consumer Cyclical
6508,MNTN-UN,Financial Services
6509,DMAQ,Financial Services
6510,MOND,Consumer Cyclical
6511,AKYA,Healthcare
6512,PRVA,Healthcare
6513,MOVE,Healthcare
6514,PSA-PP,Real Estate
6515,PSA-PQ,Real Estate
6516,PSA-PR,Real Estate
6517,CFFSU,Financial Services
6518,ICU,Healthcare
6519,ICUCW,Healthcare
6520,CFIV,Financial Services
6521,CFIVW,NA
6522,CFLT,Technology
6523,SZZLU,Financial Services
6524,MQ,Technology
6525,CGEM,Healthcare
6526,TASK,Technology
6527,CGNT,Technology
6528,FAZEW,NA
6529,IFIN-UN,Financial Services
6530,ZETA,Technology
6531,ZFOXW,NA
6532,ALLR,Healthcare
6533,MSDA,Financial Services
6534,MSDAU,Financial Services
6535,TCBS,Financial Services
6536,ZINGU,Financial Services
6537,ZIP,Industrials
6538,ALORU,Financial Services
6539,PUCK,Financial Services
6540,ALPA,Financial Services
6541,PUCKU,Financial Services
6542,TCRX,Healthcare
6543,TDCX,Industrials
6544,MTACW,NA
6545,MTAL-UN,Financial Services
6546,TDUP,Consumer Cyclical
6547,FCRX,NA
6548,ZT,Financial Services
6549,IINNW,NA
6550,IKNA,Healthcare
6551,PWSC,Technology
6552,ZVIA,Consumer Defensive
6553,ALTG-PA,Industrials
6554,CIIG,Financial Services
6555,CIIGU,Financial Services
6556,MTRYW,Financial Services
6557,IMAQ,Financial Services
6558,MTVC-UN,Financial Services
6559,PYXS,Healthcare
6560,IMCR,Healthcare
6561,CION,Financial Services
6562,TETC,Financial Services
6563,TETCU,Financial Services
6564,TETCW,NA
6565,AMAOW,NA
6566,IMPP,Energy
6567,IMRX,Healthcare
6568,FEMY,Healthcare
6569,MVLA,Technology
6570,QFTA,Financial Services
6571,QFTA-UN,Financial Services
6572,FEXDU,Financial Services
6573,MYNZ,Healthcare
6574,CLOER,NA
6575,CLOEU,Financial Services
6576,AMPGW,NA
6577,THCH,Consumer Cyclical
6578,CLST,Financial Services
6579,INN-PF,Real Estate
6580,INNV,Healthcare
6581,QTEK,Communication Services
6582,QTEKW,Communication Services
6583,IRAAW,Financial Services
6584,NAMSW,Healthcare
6585,THRN,Consumer Defensive
6586,THRX,Healthcare
6587,INST,Technology
6588,FHN-PF,Financial Services
6589,RAAS,Technology
6590,INVZW,NA
6591,DISAU,Financial Services
6592,FRLAW,Financial Services
6593,IOACU,Financial Services
6594,IONQ,Technology
6595,RAMMU,Financial Services
6596,CMPX,Healthcare
6597,TIXT,Technology
6598,ANZU,Financial Services
6599,ANZUU,Financial Services
6600,ANZUW,NA
6601,AOGO,Financial Services
6602,AOGOU,Financial Services
6603,IPSC,Healthcare
6604,AOMR,Real Estate
6605,IPVF-UN,Financial Services
6606,IPVI,Financial Services
6607,IPVIW,NA
6608,IPW,Consumer Cyclical
6609,TKNO,Healthcare
6610,CNGLU,Financial Services
6611,FLAG,Financial Services
6612,IQMD,Financial Services
6613,APAC,Financial Services
6614,APACU,Financial Services
6615,TLGA,Financial Services
6616,IRAA,Financial Services
6617,IRAAU,Financial Services
6618,APCA-UN,Financial Services
6619,FLME,Financial Services
6620,FLME-UN,Financial Services
6621,CNTX,Healthcare
6622,RCLFU,Financial Services
6623,RCLFW,NA
6624,TMCI,Healthcare
6625,APGNW,NA
6626,RC-PE,Real Estate
6627,NETC-UN,Financial Services
6628,ISO,Healthcare
6629,NFNT-UN,Financial Services
6630,VINP,Financial Services
6631,RDW,Industrials
6632,NFYS-UN,Financial Services
6633,TNYA,Healthcare
6634,COOK,Consumer Cyclical
6635,REE,Consumer Cyclical
6636,FMIVW,NA
6637,ARBKL,NA
6638,RELY,Technology
6639,IVCPU,Financial Services
6640,ARHS,Consumer Cyclical
6641,GANX,Healthcare
6642,ASTL,Basic Materials
6643,CPOP,Communication Services
6644,TRAQ,Financial Services
6645,TRAQ-UN,Financial Services
6646,RF-PE,Financial Services
6647,TRCA,Financial Services
6648,QLI,Healthcare
6649,ARQQ,Technology
6650,RGC,Healthcare
6651,ARRW,Financial Services
6652,ARRWU,Financial Services
6653,ARRWW,NA
6654,IXAQ,Financial Services
6655,IXAQU,Financial Services
6656,NNAVW,NA
6657,TRMR,Communication Services
6658,CRBU,Healthcare
6659,NOGN,Technology
6660,NOGNW,NA
6661,ARYD,Financial Services
6662,ARYE,Financial Services
6663,RELIW,NA
6664,CRESW,NA
6665,BHAC,Financial Services
6666,JATT,Financial Services
6667,NOVVU,Financial Services
6668,NOVVW,Financial Services
6669,NPCE,Healthcare
6670,HWKZ-UN,Financial Services
6671,OCCIN,Financial Services
6672,RJAC-UN,Financial Services
6673,FRGE,Technology
6674,TSP,Industrials
6675,TSVT,Healthcare
6676,NRSN,Healthcare
6677,FRSH,Technology
6678,QDRO,Financial Services
6679,ASTLW,NA
6680,NSTB,Financial Services
6681,NSTB-UN,Financial Services
6682,NSTC,Financial Services
6683,CSTA,Financial Services
6684,TWCBU,Financial Services
6685,TWCBW,NA
6686,RNERU,Financial Services
6687,TWLVU,Financial Services
6688,CTKB,Healthcare
6689,ANEB,Healthcare
6690,NTRBW,Healthcare
6691,RNW,Utilities
6692,CTO-PA,Real Estate
6693,NU,Financial Services
6694,ROCG,Financial Services
6695,ROCGU,Financial Services
6696,ROCGW,NA
6697,JMAC,Financial Services
6698,JMACU,Financial Services
6699,FTAA,Financial Services
6700,TCBX,Financial Services
6701,RONI,Financial Services
6702,RONI-UN,Financial Services
6703,AAIN,NA
6704,FTCI,Technology
6705,OXSQG,NA
6706,NEWTZ,NA
6707,METCL,NA
6708,GAINZ,NA
6709,JOAN,Consumer Cyclical
6710,CURV,Consumer Cyclical
6711,ROVR,Consumer Cyclical
6712,NVTS,Technology
6713,LFMDP,Healthcare
6714,RPHM,Healthcare
6715,RPID,Healthcare
6716,JPM-PK,Financial Services
6717,JPM-PL,Financial Services
6718,JPM-PM,Financial Services
6719,RRAC,Financial Services
6720,CYT,Healthcare
6721,AURC,Financial Services
6722,AURCU,Financial Services
6723,FWAC,Financial Services
6724,DALS,Financial Services
6725,FWRG,Consumer Cyclical
6726,DAVE,Technology
6727,DAVEW,Technology
6728,JUGG,Financial Services
6729,JUGGU,Financial Services
6730,RSVRW,NA
6731,FYBR,Communication Services
6732,NXPLW,NA
6733,DCRD,Financial Services
6734,RUM,Technology
6735,KAL,Consumer Defensive
6736,DFH,Consumer Cyclical
6737,NYMTZ,Real Estate
6738,DH,Healthcare
6739,DHAC,Financial Services
6740,DHACU,Financial Services
6741,DHACW,Financial Services
6742,DHCA,Financial Services
6743,DHCAU,Financial Services
6744,DHCAW,NA
6745,RXDX,Healthcare
6746,NE,Energy
6747,DIBS,Consumer Cyclical
6748,GATE,Financial Services
6749,GATEU,Financial Services
6750,GATEW,Financial Services
6751,KCGI,Financial Services
6752,KCGI-UN,Financial Services
6753,RYAN,Financial Services
6754,OABI,Healthcare
6755,AVHI,Financial Services
6756,UDMY,Consumer Defensive
6757,DNAB,Financial Services
6758,KIND,Communication Services
6759,KITT,Industrials
6760,DOLE,Consumer Defensive
6761,KKRS,NA
6762,DPCSU,Financial Services
6763,DPCSW,Financial Services
6764,DRTS,Healthcare
6765,DRTSW,Healthcare
6766,DRVN,Consumer Cyclical
6767,DSAQ,Financial Services
6768,DSEY,Consumer Cyclical
6769,DTC,Consumer Cyclical
6770,DTG,NA
6771,DUOL,Technology
6772,DV,Technology
6773,OHAA,Financial Services
6774,OHAAU,Financial Services
6775,OHAAW,Financial Services
6776,GET,Technology
6777,GETR,NA
6778,GFX,Financial Services
6779,GGAAU,Financial Services
6780,GGR,Consumer Cyclical
6781,GHRS,Healthcare
6782,LABP,Healthcare
6783,OMIC,Healthcare
6784,GIPR,Real Estate
6785,GIPRW,Real Estate
6786,BACA,Financial Services
6787,SATLW,Technology
6788,BACA-UN,Financial Services
6789,SATL,Technology
6790,LCAAU,Financial Services
6791,LCAAW,NA
6792,ONON,Consumer Cyclical
6793,ONYX,Financial Services
6794,ONYXU,Financial Services
6795,ONYXW,Financial Services
6796,GLLI,Financial Services
6797,GLLIR,NA
6798,GLLIU,Financial Services
6799,OPAL,Utilities
6800,OPA-UN,Financial Services
6801,GLUE,Healthcare
6802,BASE,Technology
6803,ORIAU,Financial Services
6804,ORIAW,NA
6805,GNTA,Healthcare
6806,LEXXW,NA
6807,UPC,Healthcare
6808,SCLX,Healthcare
6809,SCLXW,Healthcare
6810,BEPH,NA
6811,BEPI,NA
6812,BFAC-UN,Financial Services
6813,SEDA,Financial Services
6814,GRBK-PA,Consumer Cyclical
6815,GRCL,Healthcare
6816,BGRY,Industrials
6817,BGRYW,NA
6818,BGSX-UN,Financial Services
6819,BHFAM,Financial Services
6820,BHG,Healthcare
6821,GRNA,Healthcare
6822,GRNAW,Healthcare
6823,SFR,Real Estate
6824,SFRWW,Real Estate
6825,LIDR,Consumer Cyclical
6826,LIDRW,NA
6827,USCB,Financial Services
6828,BIP-PB,Utilities
6829,BITE,Financial Services
6830,SHO-PH,Real Estate
6831,SHO-PI,Real Estate
6832,LITTW,NA
6833,SI-PA,Financial Services
6834,LMDX,Healthcare
6835,LMDXW,Healthcare
6836,BLND,Technology
6837,UTME,Technology
6838,UTRS,Healthcare
6839,BLUA,Financial Services
6840,BLUA-UN,Financial Services
6841,VACC,Healthcare
6842,VAXX,Healthcare
6843,VECT,Healthcare
6844,VERA,Healthcare
6845,VHNAU,Financial Services
6846,BMAQU,Financial Services
6847,BMAQW,NA
6848,VIIAW,NA
6849,VLATW,NA
6850,BNIX,Financial Services
6851,BNIXR,NA
6852,BNIXW,NA
6853,BNNR,Financial Services
6854,BNNRU,Financial Services
6855,BNNRW,NA
6856,BOCNU,Financial Services
6857,BODY,Communication Services
